video,qid,type,question,pred_answer_idx,pred_answer_label,gold_answer_idx,gold_answer_label,acc_qa,pred_span_start,pred_span_end,gold_spans,iop,iou,acc_gqa_unverified,used_clip_anchor,raw_answer_nonempty,retrieval_span_ms,caption_answer_ms,query_mode,traversal_mode,relation,relation_source,fallback_reason,num_ppr_calls,context_frame_count
4123211145,3,CW,why did the person at the back throw a jacket towards the girls when they are dancing in front,3,D,3,D,True,10.78,15.18,"[[23.3, 26.8]]",0.0,0.0,False,True,True,8.23,3299.08,none,none,,,,1,4
5603283408,3,CW,why did the object on the ground move after the middle part of the video,2,C,1,B,False,0.0,2.867,"[[18.8, 20.3]]",0.0,0.0,False,True,True,7.34,2940.56,none,none,,,,1,4
5840177726,1,CW,why did the man in red pedal faster when going upslope,2,C,2,C,True,4.573,8.973,"[[0.1, 2.1]]",0.0,0.0,False,True,True,7.17,2630.79,none,none,,,,1,4
5421648216,1,CW,why is there collar on the white sheep,0,A,0,A,True,14.25,18.65,"[[0.2, 5.1], [9.5, 21.2], [34.2, 43]]",1.0,0.37607,True,True,True,7.72,2548.38,none,none,,,,1,4
4782722858,3,TN,what did the lady in brown skirt do after the first time she shaked her body,4,E,4,E,True,44.36,48.76,"[[7.0, 12.0]]",0.0,0.0,False,True,True,6.54,2694.31,none,none,,,,1,4
5323654756,6,TN,what did the girl in pink do after she approached the boy in blue,1,B,1,B,True,5.641,10.041,"[[34.5, 42.6]]",0.0,0.0,False,True,True,8.29,2735.26,none,none,,,,1,4
4279106208,3,TP,why does the lady hold the baby before getting down the slide,3,D,3,D,True,3.52,7.92,"[[0.2, 7.8]]",0.97273,0.5544,True,True,True,7.5,2433.91,none,none,,,,1,4
2835125654,2,TC,what do the elephants do as the people were watching in the second half of the video,0,A,4,E,False,35.504,39.904,"[[27.7, 37.2]]",0.38545,0.13897,False,True,True,7.95,2255.51,none,none,,,,1,4
6329077812,9,TN,what did the lady do after cleaning the baby s mouth,4,E,4,E,True,23.459,27.859,"[[49.5, 61]]",0.0,0.0,False,True,True,8.13,2806.25,none,none,,,,1,4
4179163342,12,TN,what did the tallest girl do after the man pointed at her,1,B,2,C,False,58.16,62.56,"[[40.5, 44.5]]",0.0,0.0,False,True,True,7.59,3036.92,none,none,,,,1,4
11587211476,4,CW,why are there people standing and sitting around at the boundaries of the course,3,D,4,E,False,11.48,15.88,"[[44.0, 49]]",0.0,0.0,False,True,True,7.67,2901.83,none,none,,,,1,4
11587211476,3,CW,why did the man releash the dog s leash,1,B,1,B,True,35.604,40.004,"[[0.1, 8.2]]",0.0,0.0,False,True,True,7.48,2931.02,none,none,,,,1,4
5658916668,1,CH,how did the man sliding down slope make sure that he keeps his balance,2,C,2,C,True,3.539,7.939,"[[7.1, 9.8]]",0.1907,0.13402,False,True,True,7.56,3077.33,none,none,,,,1,4
2835125654,6,TC,what does the man do with his left leg as he watches the elephant at the start,0,A,1,B,False,8.21,12.61,"[[0.0, 11.2]]",0.67955,0.23711,False,True,True,7.48,2024.99,none,none,,,,1,4
2920952624,4,CW,why does the taller woman look up and kiss at the camera in the middle of the video,0,A,2,C,False,21.323,25.723,"[[9.2, 10.3]]",0.0,0.0,False,True,True,7.51,2277.03,none,none,,,,1,4
8177965766,1,TP,what did the man on the stage do before sitting,1,B,1,B,True,0.8,5.2,"[[9.4, 11.6]]",0.0,0.0,False,True,True,7.51,2930.18,none,none,,,,1,4
2552130183,10,TN,what does the baby do after the lady lays it down on the ground near the end,2,C,1,B,False,5.274,9.674,"[[60.8, 67.6]]",0.0,0.0,False,True,True,8.4,2613.29,none,none,,,,1,4
3452354871,1,CW,why did the man lift up his sole after the bird gotten off his foot,1,B,1,B,True,1.804,6.204,"[[8.2, 11.4]]",0.0,0.0,False,True,True,7.27,2382.79,none,none,,,,1,4
8208035645,4,TC,what happened to the boy when he cycled upslope at the end,1,B,1,B,True,0.0,4.169,"[[13.2, 14]]",0.0,0.0,False,True,True,6.05,2356.85,none,none,,,,1,4
8177965766,0,TN,what did the woman do to the microphone after awhile,3,D,3,D,True,0.0,2.742,"[[3.5, 6.8]]",0.0,0.0,False,True,True,7.18,2593.43,none,none,,,,1,4
9735768590,5,TN,what does the woman do after tucking out her tongue,3,D,2,C,False,13.115,17.515,"[[11.1, 14.4]]",0.29197,0.20025,False,True,True,7.04,2699.36,none,none,,,,1,4
6617533993,4,CH,how does the boy move himself forward in the middle of the video towards the girl and toy,3,D,3,D,True,48.717,53.117,"[[19.4, 22.2]]",0.0,0.0,False,True,True,8.27,3172.21,none,none,,,,1,4
7888256388,4,TC,what did the girl do when the lady was patting the dog at the start,2,C,3,D,False,13.482,17.882,"[[0.0, 1.9]]",0.0,0.0,False,True,True,6.93,2719.51,none,none,,,,1,4
6163877860,0,CW,why did the baby remove her socks,2,C,2,C,True,7.967,12.367,"[[3.1, 54.8]]",1.0,0.08511,True,True,True,8.23,2773.22,none,none,,,,1,4
7330294814,7,TN,what does the lady in white do after sitting on the couch at the start,0,A,0,A,True,32.501,36.901,"[[7.7, 9.3]]",0.0,0.0,False,True,True,7.72,3500.66,none,none,,,,1,4
3402648543,6,TN,what does the big dog do after the small dogs suck it for a while,3,D,4,E,False,0.678,5.078,"[[2.3, 5.8]]",0.63134,0.54233,False,True,True,7.58,2155.07,none,none,,,,1,4
11565498775,8,TN,what does the boy do after moving closer to the man,1,B,1,B,True,15.284,19.684,"[[12.3, 17.0]]",0.38997,0.23237,False,True,True,9.82,2568.36,none,none,,,,1,4
5047408177,0,CW,why does the girl pick up clothes from the basket,0,A,2,C,False,27.0,31.4,"[[0.0, 17.3]]",0.0,0.0,False,True,True,7.54,2285.7,none,none,,,,1,4
3402648543,9,TN,what do the small dogs do after the big dog runs away at the end,2,C,2,C,True,8.936,13.336,"[[6.1, 21.6]]",1.0,0.28387,True,True,True,7.81,1935.07,none,none,,,,1,4
14012319794,9,CW,why did the girl run out of the room in the middle of the video,1,B,1,B,True,79.967,84.367,"[[75.0, 80.3], [92.6, 98.0]]",0.07576,0.03559,False,True,True,8.02,2970.14,none,none,,,,1,4
7691172922,1,TC,how did the lady reward the dog for coming to her,1,B,1,B,True,37.84,42.24,"[[19.4, 23.6]]",0.0,0.0,False,True,True,7.76,2702.92,none,none,,,,1,4
2920952624,7,TN,what does the shorter woman do after putting her left hand into a bag,0,A,1,B,False,28.706,33.106,"[[1.9, 5.8]]",0.0,0.0,False,True,True,7.77,1988.15,none,none,,,,1,4
8254300526,3,CW,why did the adult move his finger up the air near the start,0,A,3,D,False,34.05,38.45,"[[3.1, 4.8]]",0.0,0.0,False,True,True,6.94,2558.13,none,none,,,,1,4
8177965766,3,TC,what does the man on stage do while the lady sings,0,A,1,B,False,0.0,2.742,"[[18.4, 29]]",0.0,0.0,False,True,True,7.45,2856.96,none,none,,,,1,4
3402648543,1,TC,what are the small dogs doing when the big dog is standing still,4,E,1,B,False,15.985,20.385,"[[0.6, 4.1]]",0.0,0.0,False,True,True,7.79,2021.09,none,none,,,,1,4
3249402410,4,CW,why is the lady in pink standing next to the lady in red,2,C,2,C,True,20.423,23.0,"[[4.1, 17.1]]",0.0,0.0,False,True,True,7.5,2786.82,none,none,,,,1,4
4179163342,4,CW,why did the shortest girl cover her mouth near the end of the video,1,B,1,B,True,58.861,63.261,"[[31.2, 33.3]]",0.0,0.0,False,True,True,8.35,2381.03,none,none,,,,1,4
6163877860,8,CW,why did the socks disappear from the baby s hands,0,A,3,D,False,39.717,44.117,"[[54.8, 56.0]]",0.0,0.0,False,True,True,7.99,2858.89,none,none,,,,1,4
6793786769,8,TC,what did the boy do when the train moved away in the middle of the video,1,B,1,B,True,0.175,4.575,"[[21.1, 31.6]]",0.0,0.0,False,True,True,7.32,2701.05,none,none,,,,1,4
6793786769,6,CW,why did the train stopped a while near the end of the video,0,A,0,A,True,21.967,26.367,"[[38.0, 39.8]]",0.0,0.0,False,True,True,7.9,2668.3,none,none,,,,1,4
8208035645,2,TN,what does the boy do after going downslope at the start,4,E,4,E,True,11.113,14.0,"[[1.5, 5.1]]",0.0,0.0,False,True,True,9.2,2580.03,none,none,,,,1,4
3249402410,6,CH,how did the lady in black on the right spread the chesse around the pizza,2,C,0,A,False,2.805,7.205,"[[0.0, 16.0]]",1.0,0.275,False,True,True,7.88,2722.78,none,none,,,,1,4
4179163342,11,TN,what did the dog do after the girl hugged it in the middle of the video,2,C,2,C,True,44.947,49.347,"[[47.0, 49.2]]",0.5,0.5,True,True,True,17.42,2356.85,none,none,,,,1,4
7691172922,0,CH,how did the dog greet the lady,1,B,0,A,False,9.845,14.245,"[[12.3, 21.3]]",0.44213,0.16983,False,True,True,8.12,2965.89,none,none,,,,1,4
2885091387,6,TC,what does the man in blue do when the car tilts at a sharp angle near the end,0,A,0,A,True,25.361,29.761,"[[33.7, 35.6]]",0.0,0.0,False,True,True,7.73,2369.32,none,none,,,,1,4
4822859674,9,CH,how did the man supported the second boy he held near the end of the video,1,B,3,D,False,12.523,16.923,"[[25.7, 31.6]]",0.0,0.0,False,True,True,7.78,2516.9,none,none,,,,1,4
4087654898,6,CW,why are both of them staring downwards,1,B,1,B,True,8.344,11.0,"[[0.0, 9.4]]",0.39762,0.09601,False,True,True,7.19,2691.51,none,none,,,,1,4
8563398032,6,CH,how does the man in plain shirt direct the attention towards the pictures on the walls near the end,0,A,4,E,False,58.8,63.2,"[[71.0, 81.6]]",0.0,0.0,False,True,True,8.45,2923.12,none,none,,,,1,4
5702201498,0,TC,what is the man hugging while sleeping,1,B,1,B,True,2.438,6.838,"[[0.1, 11.0]]",1.0,0.40367,True,True,True,7.11,2757.5,none,none,,,,1,4
4087013668,5,TN,what did the lady in pink shirt do after the baby threw the peels out,4,E,1,B,False,5.308,9.707,"[[7.1, 16.8]]",0.59261,0.22689,False,True,True,7.35,2738.06,none,none,,,,1,4
5008618500,2,CH,how does the girl take a closer look at the baby in the middle of the video,3,D,4,E,False,1.704,6.104,"[[13.3, 22.9]]",0.0,0.0,False,True,True,7.31,2602.91,none,none,,,,1,4
4273039295,5,CW,why does the baby fall down near the end of the video,0,A,3,D,False,65.6,70.0,"[[65.5, 68.2]]",0.59091,0.57778,False,True,True,7.83,2496.15,none,none,,,,1,4
4983922034,2,CW,why does the black dog standing towards the right not jump after the middle,1,B,1,B,True,1.604,6.004,"[[8.8, 11.8]]",0.0,0.0,False,True,True,7.33,2553.03,none,none,,,,1,4
10727696143,4,CW,why did the boy run forward at the start,1,B,1,B,True,33.502,37.902,"[[4.6, 9.3]]",0.0,0.0,False,True,True,7.64,2707.38,none,none,,,,1,4
8312058649,3,CW,why does the baby turn his head to look backwards in the middle of the video,4,E,4,E,True,18.967,23.367,"[[17.3, 22.4]]",0.7803,0.56593,True,True,True,7.44,3119.04,none,none,,,,1,4
4983922034,8,TC,what is the black dog doing when the man kicks the snow,0,A,1,B,False,2.071,6.471,"[[5.1, 10.7]]",0.31158,0.15887,False,True,True,7.31,2413.17,none,none,,,,1,4
3402648543,2,CW,why is the big dog moving away from the small dogs,2,C,2,C,True,7.601,12.001,"[[5.8, 17.6]]",1.0,0.37288,True,True,True,7.35,2178.6,none,none,,,,1,4
6159637889,5,TN,what does the person do after the baby waves its hand in the middle of the video,3,D,4,E,False,44.88,49.28,"[[31.9, 36.7]]",0.0,0.0,False,True,True,7.92,3093.29,none,none,,,,1,4
2510696559,0,CW,why did the boy look down at the bike before starting to cycle,3,D,3,D,True,9.111,13.511,"[[0.0, 1.6]]",0.0,0.0,False,True,True,7.76,3453.04,none,none,,,,1,4
8990144134,4,TC,what did the cat do when it saw the bird standing there,0,A,4,E,False,2.271,6.671,"[[2.6, 7.1]]",0.92526,0.84308,False,True,True,7.0,1974.22,none,none,,,,1,4
4083875373,5,TN,what does the girl do after standing up at the end,1,B,4,E,False,11.38,15.78,"[[50.6, 54]]",0.0,0.0,False,True,True,7.22,2831.61,none,none,,,,1,4
5323654756,3,CW,why did the girl in green lean backwards at the beginning of the video,4,E,1,B,False,32.201,36.601,"[[3.8, 10.3]]",0.0,0.0,False,True,True,8.44,3112.35,none,none,,,,1,4
4279106208,5,TC,how did the woman make sure that the child plays safely on the slide,2,C,2,C,True,3.52,7.92,"[[0.1, 13.5]]",1.0,0.32836,True,True,True,7.4,2493.69,none,none,,,,1,4
4822859674,8,TN,what did the lady do after the boy crawled towards her,2,C,1,B,False,12.398,16.798,"[[9.8, 15.2]]",0.63684,0.40042,False,True,True,7.52,2627.54,none,none,,,,1,4
7499763064,4,TC,what does the man do as the lady in blue was waiting behind him,4,E,4,E,True,0.678,5.078,"[[6.2, 25]]",0.0,0.0,False,True,True,7.22,2245.62,none,none,,,,1,4
3402648543,4,CW,why does the big dog run behind the house,2,C,3,D,False,9.061,13.461,"[[18.7, 21.6]]",0.0,0.0,False,True,True,7.16,2132.97,none,none,,,,1,4
8990144134,2,TC,what does the cat do when it first sat up,3,D,3,D,True,0.0,2.467,"[[3.2, 7.5]]",0.0,0.0,False,True,True,7.15,2104.89,none,none,,,,1,4
4658396458,3,CW,why did the adult stretch out his hands to the baby while the baby is touching the basket,2,C,4,E,False,76.55,80.95,"[[41.8, 50.0]]",0.0,0.0,False,True,True,7.5,3599.85,none,none,,,,1,4
6542914065,9,CW,why did the man in red suddenly slow down,3,D,3,D,True,4.373,8.773,"[[7.2, 10.0]]",0.35755,0.2796,False,True,True,5.93,2621.77,none,none,,,,1,4
9735768590,6,TN,how does the baby react after the woman runs the finger across the baby s stomach,0,A,0,A,True,0.0,3.268,"[[10.9, 14.6]]",0.0,0.0,False,True,True,8.06,2976.34,none,none,,,,1,4
3469864014,6,CH,how did the cat respond to the camera,1,B,4,E,False,21.09,25.49,"[[9.8, 13.0]]",0.0,0.0,False,True,True,7.4,2191.55,none,none,,,,1,4
6542914065,8,CW,why is the three men running on the field,2,C,2,C,True,3.839,8.239,"[[4.9, 10]]",0.75895,0.54205,True,True,True,6.29,2640.82,none,none,,,,1,4
8177965766,6,TP,how does the man react to the performance before sitting down,1,B,0,A,False,0.8,5.2,"[[11.4, 13.4]]",0.0,0.0,False,True,True,7.57,2755.86,none,none,,,,1,4
3935853204,8,CW,why are people standing around and staring at the screen,1,B,0,A,False,13.149,17.549,"[[15.1, 20.4]]",0.55652,0.33769,False,True,True,7.43,2599.92,none,none,,,,1,4
6018514357,6,CW,why did the man hold the baby s hands,0,A,0,A,True,36.739,41.139,"[[11.9, 16.6]]",0.0,0.0,False,True,True,8.09,2800.62,none,none,,,,1,4
6163877860,7,CW,why did the book drop,1,B,1,B,True,7.592,11.992,"[[17.2, 19.0]]",0.0,0.0,False,True,True,7.95,2683.87,none,none,,,,1,4
2920952624,3,CW,why does the shorter woman open the fridge at the end of the video,4,E,4,E,True,22.325,26.724,"[[29.0, 34]]",0.0,0.0,False,True,True,7.28,2073.12,none,none,,,,1,4
3355698421,2,CH,how did the man in checkered shirt gesture towards the woman in black,3,D,3,D,True,0.0,3.802,"[[4.7, 7.6]]",0.0,0.0,False,True,True,7.5,2482.14,none,none,,,,1,4
3784543730,6,CW,why is there person in black moving his legs,3,D,3,D,True,11.714,16.114,"[[10.4, 28]]",1.0,0.25,True,True,True,7.43,2496.44,none,none,,,,1,4
3562017845,2,CW,why does the bird start shaking its body,1,B,1,B,True,0.102,4.502,"[[20.4, 35.3]]",0.0,0.0,False,True,True,7.49,2613.65,none,none,,,,1,4
2835125654,9,CW,why were the people standing at the fence at the beginning,2,C,2,C,True,5.607,10.007,"[[0.0, 22.3]]",1.0,0.19731,True,True,True,7.67,2148.36,none,none,,,,1,4
5352022985,3,CW,why does the dog shake its body near the end of the video,0,A,0,A,True,7.61,12.01,"[[10.9, 47]]",0.25223,0.02817,False,True,True,7.39,2387.23,none,none,,,,1,4
7651639778,7,TC,what is the the man in blue jacket doing on the shoulder,3,D,3,D,True,57.193,61.593,"[[0.8, 49.9]]",0.0,0.0,False,True,True,8.2,2556.98,none,none,,,,1,4
9873067604,5,TN,what did the boy with collar shirt do after he looked at the camera at first,4,E,3,D,False,19.53,23.93,"[[9.9, 14.3]]",0.0,0.0,False,True,True,7.69,2330.76,none,none,,,,1,4
13884293626,6,CW,why did the lady in purple touched her hair in the middle of the video,1,B,0,A,False,133.849,138.249,"[[50.6, 55.5]]",0.0,0.0,False,True,True,8.43,2699.36,none,none,,,,1,4
3402648543,5,CW,why does the big dog face the two small dogs when they re playing,3,D,2,C,False,7.601,12.001,"[[6.3, 17.7]]",1.0,0.38596,False,True,True,8.13,2239.89,none,none,,,,1,4
5889898795,8,CW,why does the lady in white face the men s bodies some time before they are ready to jump,3,D,3,D,True,24.26,28.66,"[[27.1, 38.5], [54.4, 60.5], [68.0, 78.2]]",0.35449,0.10953,False,True,True,7.85,3221.24,none,none,,,,1,4
3355698421,3,CW,why does the man in checkered turn to his left after drinking,1,B,1,B,True,0.0,3.001,"[[0.5, 5.1]]",0.83338,0.49035,True,True,True,7.88,2959.58,none,none,,,,1,4
6860322796,0,TN,what does the black dog do after it plays a while with the brown dog,2,C,0,A,False,22.258,26.658,"[[6.7, 10.4]]",0.0,0.0,False,True,True,7.45,2386.79,none,none,,,,1,4
4123211145,9,TN,what did the girl in orange do after she took the towel from the girl in yellow,4,E,4,E,True,10.946,15.346,"[[28.1, 30.1]]",0.0,0.0,False,True,True,8.33,3276.52,none,none,,,,1,4
7330294814,2,CW,why is the lady in beige holding a soft toy,1,B,1,B,True,7.943,12.343,"[[7.6, 52.4], [60.9, 69.3], [71.4, 73.6]]",1.0,0.09821,True,True,True,7.62,3606.66,none,none,,,,1,4
2482028659,5,CW,why are there 2 people in black at the side of the stage,3,D,1,B,False,3.706,8.106,"[[0.0, 6.1], [8.9, 21.5]]",0.54411,0.29535,False,True,True,7.35,2809.82,none,none,,,,1,4
6205856607,1,TN,what does the horse do after it turns back to the girl the second time,0,A,0,A,True,15.651,20.051,"[[10.5, 16.2]]",0.12473,0.05746,False,True,True,7.94,2451.18,none,none,,,,1,4
5889898795,4,CH,how does the second man in black put his hands when he ziplines down,1,B,0,A,False,48.517,52.917,"[[42.5, 43.3]]",0.0,0.0,False,True,True,7.71,2978.38,none,none,,,,1,4
6793786769,10,CW,why did the person near the table touch the train when it approached him,2,C,3,D,False,39.675,44.075,"[[22.8, 26.0]]",0.0,0.0,False,True,True,8.22,2402.35,none,none,,,,1,4
3124551255,2,CW,why did nt the man at the back play with the boy,4,E,4,E,True,59.862,64.262,"[[38.5, 62.8]]",0.66773,0.11404,True,True,True,7.38,3271.35,none,none,,,,1,4
2547885226,0,CW,why is the kid holding toy dinosaur in the sand,1,B,1,B,True,4.073,8.473,"[[0.8, 10.6]]",1.0,0.44898,True,True,True,7.2,2713.42,none,none,,,,1,4
8254300526,8,CW,why does the baby look upwards towards the end,2,C,2,C,True,21.467,25.867,"[[28.7, 37.4]]",0.0,0.0,False,True,True,7.82,2948.77,none,none,,,,1,4
9213637099,0,TP,what did the girl do before she put her hands up in the middle,1,B,1,B,True,32.925,37.325,"[[24.8, 29.1]]",0.0,0.0,False,True,True,7.63,2857.71,none,none,,,,1,4
9256409422,7,CH,how did the lady show agreement at the end of the video,4,E,4,E,True,59.962,64.362,"[[73.4, 77]]",0.0,0.0,False,True,True,8.32,2477.48,none,none,,,,1,4
2810112808,4,TC,how does the man in grey feel when looking at the cards in his hands near the beginning,0,A,2,C,False,8.411,12.811,"[[6.0, 10.9]]",0.56577,0.36552,False,True,True,8.55,2652.89,none,none,,,,1,4
3502722122,7,CW,why does the boy keep pushing the green cover down in the middle of the video,0,A,4,E,False,8.24,12.64,"[[4.9, 12.7]]",1.0,0.5641,False,True,True,7.85,2612.25,none,none,,,,1,4
5702201498,1,CW,why did the man open his eyes after hugging the pillow for a while,0,A,2,C,False,3.539,7.939,"[[6.4, 9.6]]",0.34979,0.25393,False,True,True,7.42,2779.35,none,none,,,,1,4
7651639778,1,CW,why does the man in brown jacket point at the steel pipe after the man wearing hoodie starts tying something,1,B,1,B,True,40.976,45.376,"[[13.8, 16.3]]",0.0,0.0,False,True,True,7.82,2899.02,none,none,,,,1,4
3851961428,10,TN,what did the person on the most right do after he did a gesture to the man in red,3,D,3,D,True,13.816,18.216,"[[38.5, 46.5]]",0.0,0.0,False,True,True,17.09,2537.67,none,none,,,,1,4
4279106208,7,TN,why did the woman talk to the child after going down the slide together,0,A,0,A,True,0.0,4.36,"[[16.0, 22]]",0.0,0.0,False,True,True,7.38,2454.86,none,none,,,,1,4
6542914065,5,TN,what does the other three people do after the man in grey pats the ball in the middle,0,A,4,E,False,3.839,8.239,"[[4.9, 10]]",0.75895,0.54205,False,True,True,6.58,2197.28,none,none,,,,1,4
